Filename	EXIF:Date Taken [Y-m-d_H-M-S]	IPTC:Keywords	
B00000726_21I6LW_20150612_190954E	2015-06-12_19-09-53	Indoors	
B00000727_21I6LW_20150612_191024E	2015-06-12_19-10-23	Indoors	
B00000728_21I6LW_20150612_191055E	2015-06-12_19-10-54	Indoors	
B00000729_21I6LW_20150612_191131E	2015-06-12_19-11-31	Indoors	
B00000730_21I6LW_20150612_191201E	2015-06-12_19-12-01	Indoors	
B00000731_21I6LW_20150612_191241E	2015-06-12_19-12-41	Indoors	
B00000732_21I6LW_20150612_191320E	2015-06-12_19-13-19	Indoors	
B00000733_21I6LW_20150612_191359E	2015-06-12_19-13-58	Indoors	
B00000734_21I6LW_20150612_191440E	2015-06-12_19-14-39	Indoors	
B00000735_21I6LW_20150612_191511E	2015-06-12_19-15-10	Indoors	
B00000736_21I6LW_20150612_191553E	2015-06-12_19-15-52	Indoors	
B00000737_21I6LW_20150612_191628E	2015-06-12_19-16-28	Indoors	
B00000738_21I6LW_20150612_191702E	2015-06-12_19-17-02	Indoors	
B00000739_21I6LW_20150612_191738E	2015-06-12_19-17-37	Indoors	
B00000740_21I6LW_20150612_191814E	2015-06-12_19-18-13	Indoors	
B00000741_21I6LW_20150612_191853E	2015-06-12_19-18-53	Indoors	
B00000742_21I6LW_20150612_191939E	2015-06-12_19-19-38	Indoors	
B00000743_21I6LW_20150612_192016E	2015-06-12_19-20-16	Indoors	
B00000744_21I6LW_20150612_193113E	2015-06-12_19-31-13	Indoors	
B00000745_21I6LW_20150612_193150E	2015-06-12_19-31-49	Indoors	
B00000746_21I6LW_20150612_193229E	2015-06-12_19-32-29	Indoors	
B00000747_21I6LW_20150612_193300E	2015-06-12_19-32-59	Indoors	
B00000748_21I6LW_20150612_193420E	2015-06-12_19-34-19	Indoors	
B00000749_21I6LW_20150612_193453E	2015-06-12_19-34-52	Indoors	
B00000750_21I6LW_20150612_193524E	2015-06-12_19-35-24	Indoors	
B00000751_21I6LW_20150612_193559E	2015-06-12_19-35-58	Indoors	
B00000752_21I6LW_20150612_193634E	2015-06-12_19-36-33	Indoors	
B00000753_21I6LW_20150612_193709E	2015-06-12_19-37-08	Indoors	
B00000754_21I6LW_20150612_193815E	2015-06-12_19-38-15	Indoors	
B00000755_21I6LW_20150612_193846E	2015-06-12_19-38-45	Indoors	
B00000756_21I6LW_20150612_193917E	2015-06-12_19-39-16	Indoors	
B00000757_21I6LW_20150612_194032E	2015-06-12_19-40-31	Indoors	
B00000758_21I6LW_20150612_194144E	2015-06-12_19-41-43	Indoors	
B00000759_21I6LW_20150612_194439E	2015-06-12_19-44-39	Indoors	
B00000760_21I6LW_20150612_194510E	2015-06-12_19-45-10	Indoors	
B00000761_21I6LW_20150612_195118E	2015-06-12_19-51-17	Indoors	
B00000762_21I6LW_20150612_195331E	2015-06-12_19-53-30	Indoors	
B00000763_21I6LW_20150612_195404E	2015-06-12_19-54-04	Indoors	
B00000764_21I6LW_20150612_195520E	2015-06-12_19-55-19	Indoors	
B00000765_21I6LW_20150612_195601E	2015-06-12_19-56-00	Indoors	
B00000766_21I6LW_20150612_195638E	2015-06-12_19-56-37	Indoors	
B00000767_21I6LW_20150612_195716E	2015-06-12_19-57-15	Indoors	
B00000768_21I6LW_20150612_195829E	2015-06-12_19-58-28	Indoors	
B00000769_21I6LW_20150612_195908E	2015-06-12_19-59-07	Indoors	
B00000770_21I6LW_20150612_200018E	2015-06-12_20-00-18	Indoors	
B00000771_21I6LW_20150612_200053E	2015-06-12_20-00-52	Indoors	
B00000772_21I6LW_20150612_200128E	2015-06-12_20-01-27	Indoors	
B00000773_21I6LW_20150612_200207E	2015-06-12_20-02-06	Indoors	
B00000774_21I6LW_20150612_200325E	2015-06-12_20-03-25	Indoors	
B00000775_21I6LW_20150612_200407E	2015-06-12_20-04-06	Indoors	
B00000776_21I6LW_20150612_200439E	2015-06-12_20-04-38	Indoors	
B00000777_21I6LW_20150612_200516E	2015-06-12_20-05-16	Indoors	
B00000778_21I6LW_20150612_200551E	2015-06-12_20-05-50	Indoors	
B00000779_21I6LW_20150612_200625E	2015-06-12_20-06-25	Indoors	
B00000780_21I6LW_20150612_200705E	2015-06-12_20-07-04	Indoors	
B00000781_21I6LW_20150612_200825E	2015-06-12_20-08-24	Indoors	
B00000782_21I6LW_20150612_200906E	2015-06-12_20-09-06	Indoors	
B00000783_21I6LW_20150612_201134E	2015-06-12_20-11-33	Indoors	
B00000784_21I6LW_20150612_201213E	2015-06-12_20-12-13	Indoors	
B00000785_21I6LW_20150612_201323E	2015-06-12_20-13-22	Indoors	
B00000786_21I6LW_20150612_201400E	2015-06-12_20-13-59	Indoors	
B00000787_21I6LW_20150612_201437E	2015-06-12_20-14-36	Indoors	
B00000788_21I6LW_20150612_201511E	2015-06-12_20-15-10	Indoors	
B00000789_21I6LW_20150612_201546E	2015-06-12_20-15-45	Indoors	
B00000790_21I6LW_20150612_201620E	2015-06-12_20-16-19	Indoors	
B00000791_21I6LW_20150612_201656E	2015-06-12_20-16-56	Indoors	
B00000792_21I6LW_20150612_201808E	2015-06-12_20-18-07	Indoors	
B00000793_21I6LW_20150612_201843E	2015-06-12_20-18-42	Indoors	
B00000794_21I6LW_20150612_201916E	2015-06-12_20-19-15	Indoors	
B00000795_21I6LW_20150612_201952E	2015-06-12_20-19-51	Indoors	
B00000796_21I6LW_20150612_202029E	2015-06-12_20-20-28	Indoors	
B00000797_21I6LW_20150612_202109E	2015-06-12_20-21-09	Indoors	
B00000798_21I6LW_20150612_202145E	2015-06-12_20-21-44	Indoors	
B00000799_21I6LW_20150612_202225E	2015-06-12_20-22-25	Indoors	
B00000800_21I6LW_20150612_202303E	2015-06-12_20-23-03	Indoors	
B00000801_21I6LW_20150612_202345E	2015-06-12_20-23-45	Indoors	
B00000802_21I6LW_20150612_202424E	2015-06-12_20-24-24	Indoors	
B00000803_21I6LW_20150612_202500E	2015-06-12_20-24-59	Indoors	
B00000804_21I6LW_20150612_202536E	2015-06-12_20-25-35	Indoors	
B00000805_21I6LW_20150612_202611E	2015-06-12_20-26-11	Indoors	
B00000806_21I6LW_20150612_202644E	2015-06-12_20-26-43	Indoors	
B00000807_21I6LW_20150612_202717E	2015-06-12_20-27-16	Indoors	
B00000808_21I6LW_20150612_202750E	2015-06-12_20-27-49	Indoors	
B00000809_21I6LW_20150612_202829E	2015-06-12_20-28-28	Indoors	
B00000810_21I6LW_20150612_202910E	2015-06-12_20-29-09	Indoors	
B00000811_21I6LW_20150612_202947E	2015-06-12_20-29-46	Indoors	
B00000812_21I6LW_20150612_203031E	2015-06-12_20-30-30	Indoors	
B00000813_21I6LW_20150612_203102E	2015-06-12_20-31-01	Indoors	
B00000814_21I6LW_20150612_203133E	2015-06-12_20-31-32	Indoors	
B00000815_21I6LW_20150612_203203E	2015-06-12_20-32-02	Indoors	
B00000816_21I6LW_20150612_203239E	2015-06-12_20-32-38	Indoors	
B00000817_21I6LW_20150612_203314E	2015-06-12_20-33-13	Indoors	
B00000818_21I6LW_20150612_203355E	2015-06-12_20-33-54	Indoors	
B00000819_21I6LW_20150612_203436E	2015-06-12_20-34-35	Indoors	
B00000820_21I6LW_20150612_203517E	2015-06-12_20-35-16	Indoors	
B00000821_21I6LW_20150612_203559E	2015-06-12_20-35-59	Indoors	
B00000822_21I6LW_20150612_203637E	2015-06-12_20-36-36	Indoors	
B00000823_21I6LW_20150612_203712E	2015-06-12_20-37-11	Indoors	
B00000824_21I6LW_20150612_203745E	2015-06-12_20-37-45	Indoors	
B00000825_21I6LW_20150612_203826E	2015-06-12_20-38-25	Indoors	
B00000826_21I6LW_20150612_203909E	2015-06-12_20-39-08	Indoors	
B00000827_21I6LW_20150612_204028E	2015-06-12_20-40-27	Indoors	
B00000828_21I6LW_20150612_204110E	2015-06-12_20-41-10	Indoors	
B00000829_21I6LW_20150612_204154E	2015-06-12_20-41-53	Indoors	
B00000830_21I6LW_20150612_204226E	2015-06-12_20-42-25	Indoors	
B00000831_21I6LW_20150612_204256E	2015-06-12_20-42-55	Indoors	
B00000832_21I6LW_20150612_204327E	2015-06-12_20-43-26	Indoors	
B00000833_21I6LW_20150612_204409E	2015-06-12_20-44-09	Indoors	
B00000834_21I6LW_20150612_204440E	2015-06-12_20-44-40	Indoors	
B00000835_21I6LW_20150612_204512E	2015-06-12_20-45-11	Indoors	
B00000836_21I6LW_20150612_204554E	2015-06-12_20-45-53	Indoors	
B00000837_21I6LW_20150612_204632E	2015-06-12_20-46-31	Indoors	
B00000838_21I6LW_20150612_204717E	2015-06-12_20-47-17	Indoors	
B00000839_21I6LW_20150612_204805E	2015-06-12_20-48-05	Indoors	
B00000840_21I6LW_20150612_204842E	2015-06-12_20-48-42	Indoors	
B00000841_21I6LW_20150612_204915E	2015-06-12_20-49-15	Indoors	
B00000842_21I6LW_20150612_204952E	2015-06-12_20-49-51	Indoors	
B00000843_21I6LW_20150612_205023E	2015-06-12_20-50-23	Indoors	
B00000844_21I6LW_20150612_205100E	2015-06-12_20-51-00	Indoors	
B00000845_21I6LW_20150612_205141E	2015-06-12_20-51-40	Indoors	
B00000846_21I6LW_20150612_205220E	2015-06-12_20-52-19	Indoors	
B00000847_21I6LW_20150612_205253E	2015-06-12_20-52-52	Indoors	
B00000848_21I6LW_20150612_205326E	2015-06-12_20-53-25	Indoors	
B00000849_21I6LW_20150612_205409E	2015-06-12_20-54-09	Indoors	
B00000850_21I6LW_20150612_205450E	2015-06-12_20-54-49	Indoors	
B00000851_21I6LW_20150612_205521E	2015-06-12_20-55-20	Indoors	
B00000852_21I6LW_20150612_205551E	2015-06-12_20-55-51	Indoors	
B00000853_21I6LW_20150612_205623E	2015-06-12_20-56-22	Indoors	
B00000854_21I6LW_20150612_205705E	2015-06-12_20-57-05	Indoors	
B00000855_21I6LW_20150612_205736E	2015-06-12_20-57-36	Indoors	
B00000856_21I6LW_20150612_205808E	2015-06-12_20-58-07	Indoors	
B00000857_21I6LW_20150612_205841E	2015-06-12_20-58-41	Indoors	
B00000858_21I6LW_20150612_205913E	2015-06-12_20-59-13	Indoors	
B00000859_21I6LW_20150612_205945E	2015-06-12_20-59-45	Indoors	
B00000860_21I6LW_20150612_210028E	2015-06-12_21-00-27	Indoors	
B00000861_21I6LW_20150612_210140E	2015-06-12_21-01-39	Indoors	
B00000862_21I6LW_20150612_210356E	2015-06-12_21-03-56	Indoors	
B00000863_21I6LW_20150612_210430E	2015-06-12_21-04-30	Indoors	
B00000864_21I6LW_20150612_210501E	2015-06-12_21-05-01	Indoors	
B00000865_21I6LW_20150612_210531E	2015-06-12_21-05-31	Indoors	
B00000866_21I6LW_20150613_060134E	2015-06-13_06-01-33	Indoors	
B00000867_21I6LW_20150613_060206E	2015-06-13_06-02-05	Indoors	
B00000868_21I6LW_20150613_060244E	2015-06-13_06-02-43	Indoors	
B00000869_21I6LW_20150613_060323E	2015-06-13_06-03-22	Indoors	
B00000870_21I6LW_20150613_060353E	2015-06-13_06-03-52	Indoors	
B00000871_21I6LW_20150613_060428E	2015-06-13_06-04-27	Indoors	
B00000872_21I6LW_20150613_060458E	2015-06-13_06-04-58	Indoors	
B00000873_21I6LW_20150613_060528E	2015-06-13_06-05-28	Indoors	
B00000874_21I6LW_20150613_060605E	2015-06-13_06-06-05	Indoors	
B00000875_21I6LW_20150613_060638E	2015-06-13_06-06-38	Indoors	
B00000876_21I6LW_20150613_060716E	2015-06-13_06-07-16	Indoors	
B00000877_21I6LW_20150613_060748E	2015-06-13_06-07-48	Indoors	
B00000878_21I6LW_20150613_060818E	2015-06-13_06-08-18	Indoors	
B00000879_21I6LW_20150613_060848E	2015-06-13_06-08-48	Indoors	
B00000880_21I6LW_20150613_060918E	2015-06-13_06-09-18	Indoors	
B00000881_21I6LW_20150613_061058E	2015-06-13_06-10-57	Indoors	
B00000882_21I6LW_20150613_061513E	2015-06-13_06-15-13	Indoors	
B00000883_21I6LW_20150613_061555E	2015-06-13_06-15-54	Indoors	
B00000884_21I6LW_20150613_061750E	2015-06-13_06-17-49	Outdoors	
B00000885_21I6LW_20150613_062011E	2015-06-13_06-20-10	Indoors	
B00000886_21I6LW_20150613_062049E	2015-06-13_06-20-49	Indoors	
B00000887_21I6LW_20150613_062127E	2015-06-13_06-21-26	Indoors	
B00000888_21I6LW_20150613_062206E	2015-06-13_06-22-06	Indoors	
B00000889_21I6LW_20150613_062244E	2015-06-13_06-22-43	Indoors	
B00000890_21I6LW_20150613_062429E	2015-06-13_06-24-28	Indoors	
B00000891_21I6LW_20150613_062507E	2015-06-13_06-25-06	Indoors	
B00000892_21I6LW_20150613_062545E	2015-06-13_06-25-44	Outdoors	
B00000893_21I6LW_20150613_062657E	2015-06-13_06-26-57	Indoors	
B00000894_21I6LW_20150613_062733E	2015-06-13_06-27-33	Indoors	
B00000895_21I6LW_20150613_062814E	2015-06-13_06-28-14	Indoors	
B00000896_21I6LW_20150613_062853E	2015-06-13_06-28-52	Indoors	
B00000897_21I6LW_20150613_062927E	2015-06-13_06-29-27	Indoors	
B00000898_21I6LW_20150613_063006E	2015-06-13_06-30-06	Indoors	
B00000899_21I6LW_20150613_063044E	2015-06-13_06-30-43	Indoors	
B00000900_21I6LW_20150613_063119E	2015-06-13_06-31-19	Outdoors	
B00000901_21I6LW_20150613_063152E	2015-06-13_06-31-52	Outdoors	
B00000902_21I6LW_20150613_063231E	2015-06-13_06-32-31	Indoors	
B00000903_21I6LW_20150613_063312E	2015-06-13_06-33-12	Outdoors	
B00000904_21I6LW_20150613_063357E	2015-06-13_06-33-56	Outdoors	
B00000905_21I6LW_20150613_063436E	2015-06-13_06-34-35	Outdoors	
B00000906_21I6LW_20150613_063510E	2015-06-13_06-35-10	Outdoors	
B00000907_21I6LW_20150613_063542E	2015-06-13_06-35-42	Outdoors	
B00000908_21I6LW_20150613_063622E	2015-06-13_06-36-22	Outdoors	
B00000909_21I6LW_20150613_063658E	2015-06-13_06-36-58	Outdoors	
B00000910_21I6LW_20150613_063737E	2015-06-13_06-37-37	Outdoors	
B00000911_21I6LW_20150613_063813E	2015-06-13_06-38-12	Indoors	
B00000912_21I6LW_20150613_063928E	2015-06-13_06-39-28	Outdoors	
B00000913_21I6LW_20150613_064010E	2015-06-13_06-40-09	Indoors	
B00000914_21I6LW_20150613_064051E	2015-06-13_06-40-50	Indoors	
B00000915_21I6LW_20150613_064129E	2015-06-13_06-41-29	Indoors	
B00000916_21I6LW_20150613_064207E	2015-06-13_06-42-06	Indoors	
B00000917_21I6LW_20150613_064237E	2015-06-13_06-42-37	Indoors	
B00000918_21I6LW_20150613_064308E	2015-06-13_06-43-08	Indoors	
B00000919_21I6LW_20150613_064339E	2015-06-13_06-43-39	Indoors	
B00000920_21I6LW_20150613_064412E	2015-06-13_06-44-12	Indoors	
B00000921_21I6LW_20150613_064443E	2015-06-13_06-44-43	Indoors	
B00000922_21I6LW_20150613_064514E	2015-06-13_06-45-14	Indoors	
B00000923_21I6LW_20150613_064545E	2015-06-13_06-45-45	Indoors	
B00000924_21I6LW_20150613_064616E	2015-06-13_06-46-16	Indoors	
B00000925_21I6LW_20150613_064647E	2015-06-13_06-46-47	Indoors	
B00000926_21I6LW_20150613_064718E	2015-06-13_06-47-18	Indoors	
B00000927_21I6LW_20150613_064750E	2015-06-13_06-47-49	Outdoors	
B00000928_21I6LW_20150613_064822E	2015-06-13_06-48-22	Outdoors	
B00000929_21I6LW_20150613_064856E	2015-06-13_06-48-56	Outdoors	
B00000930_21I6LW_20150613_064937E	2015-06-13_06-49-37	Outdoors	
B00000931_21I6LW_20150613_065009E	2015-06-13_06-50-09	Indoors	
B00000932_21I6LW_20150613_065042E	2015-06-13_06-50-41	Indoors	
B00000933_21I6LW_20150613_065116E	2015-06-13_06-51-15	Outdoors	
B00000934_21I6LW_20150613_065154E	2015-06-13_06-51-54	Outdoors	
B00000935_21I6LW_20150613_065225E	2015-06-13_06-52-24	Indoors	
B00000936_21I6LW_20150613_065304E	2015-06-13_06-53-04	Indoors	
B00000937_21I6LW_20150613_065339E	2015-06-13_06-53-39	Indoors	
B00000938_21I6LW_20150613_065418E	2015-06-13_06-54-18	Indoors	
B00000939_21I6LW_20150613_065457E	2015-06-13_06-54-57	Indoors	
B00000940_21I6LW_20150613_065538E	2015-06-13_06-55-38	Indoors	
B00000941_21I6LW_20150613_065610E	2015-06-13_06-56-10	Indoors	
B00000942_21I6LW_20150613_065643E	2015-06-13_06-56-42	Indoors	
B00000943_21I6LW_20150613_065724E	2015-06-13_06-57-23	Indoors	
B00000944_21I6LW_20150613_065755E	2015-06-13_06-57-55	Indoors	
B00000945_21I6LW_20150613_065831E	2015-06-13_06-58-30	Indoors	
B00000946_21I6LW_20150613_065906E	2015-06-13_06-59-06	Indoors	
B00000947_21I6LW_20150613_065944E	2015-06-13_06-59-44	Indoors	
B00000948_21I6LW_20150613_070019E	2015-06-13_07-00-18	Indoors	
B00000949_21I6LW_20150613_070055E	2015-06-13_07-00-55	Indoors	
B00000950_21I6LW_20150613_070128E	2015-06-13_07-01-27	Indoors	
B00000951_21I6LW_20150613_070205E	2015-06-13_07-02-05	Indoors	
B00000952_21I6LW_20150613_070240E	2015-06-13_07-02-40	Indoors	
B00000953_21I6LW_20150613_070314E	2015-06-13_07-03-14	Outdoors	
B00000954_21I6LW_20150613_070354E	2015-06-13_07-03-54	Outdoors	
B00000955_21I6LW_20150613_070433E	2015-06-13_07-04-33	Outdoors	
B00000956_21I6LW_20150613_070508E	2015-06-13_07-05-08	Outdoors	
B00000957_21I6LW_20150613_070549E	2015-06-13_07-05-48	Outdoors	
B00000958_21I6LW_20150613_070620E	2015-06-13_07-06-20	Outdoors	
B00000959_21I6LW_20150613_070654E	2015-06-13_07-06-53	Outdoors	
B00000960_21I6LW_20150613_070733E	2015-06-13_07-07-32	Outdoors	
B00000961_21I6LW_20150613_070811E	2015-06-13_07-08-11	Outdoors	
B00000962_21I6LW_20150613_070853E	2015-06-13_07-08-52	Indoors	
B00000963_21I6LW_20150613_070925E	2015-06-13_07-09-25	Indoors	
B00000964_21I6LW_20150613_071002E	2015-06-13_07-10-02	Outdoors	
B00000965_21I6LW_20150613_071042E	2015-06-13_07-10-41	Indoors	
B00000966_21I6LW_20150613_071118E	2015-06-13_07-11-17	Indoors	
B00000967_21I6LW_20150613_071152E	2015-06-13_07-11-52	Indoors	
B00000968_21I6LW_20150613_071224E	2015-06-13_07-12-24	Indoors	
B00000969_21I6LW_20150613_071257E	2015-06-13_07-12-57	Indoors	
B00000970_21I6LW_20150613_071337E	2015-06-13_07-13-36	Indoors	
B00000971_21I6LW_20150613_071414E	2015-06-13_07-14-13	Indoors	
B00000972_21I6LW_20150613_071449E	2015-06-13_07-14-49	Indoors	
B00000973_21I6LW_20150613_071525E	2015-06-13_07-15-24	Indoors	
B00000974_21I6LW_20150613_071600E	2015-06-13_07-15-59	Indoors	
B00000975_21I6LW_20150613_071641E	2015-06-13_07-16-40	Indoors	
B00000976_21I6LW_20150613_071720E	2015-06-13_07-17-20	Indoors	
B00000977_21I6LW_20150613_071755E	2015-06-13_07-17-55	Indoors	
B00000978_21I6LW_20150613_071831E	2015-06-13_07-18-31	Indoors	
B00000979_21I6LW_20150613_071907E	2015-06-13_07-19-07	Indoors	
B00000980_21I6LW_20150613_072017E	2015-06-13_07-20-17	Indoors	
B00000981_21I6LW_20150613_072056E	2015-06-13_07-20-55	Indoors	
B00000982_21I6LW_20150613_072128E	2015-06-13_07-21-28	Indoors	
B00000983_21I6LW_20150613_072206E	2015-06-13_07-22-05	Indoors	
B00000984_21I6LW_20150613_072247E	2015-06-13_07-22-46	Indoors	
B00000985_21I6LW_20150613_072327E	2015-06-13_07-23-27	Indoors	
B00000986_21I6LW_20150613_072408E	2015-06-13_07-24-08	Indoors	
B00000987_21I6LW_20150613_072440E	2015-06-13_07-24-40	Indoors	
B00000988_21I6LW_20150613_072521E	2015-06-13_07-25-21	Outdoors	
B00000989_21I6LW_20150613_072552E	2015-06-13_07-25-52	Outdoors	
B00000990_21I6LW_20150613_072625E	2015-06-13_07-26-25	Outdoors	
B00000991_21I6LW_20150613_072706E	2015-06-13_07-27-06	Outdoors	
B00000992_21I6LW_20150613_072740E	2015-06-13_07-27-40	Outdoors	
B00000993_21I6LW_20150613_072821E	2015-06-13_07-28-21	Outdoors	
B00000994_21I6LW_20150613_072902E	2015-06-13_07-29-01	Outdoors	
B00000995_21I6LW_20150613_072938E	2015-06-13_07-29-38	Outdoors	
B00000996_21I6LW_20150613_073016E	2015-06-13_07-30-16	Outdoors	
B00000997_21I6LW_20150613_073057E	2015-06-13_07-30-57	Outdoors	
B00000998_21I6LW_20150613_073139E	2015-06-13_07-31-38	Indoors	
B00000999_21I6LW_20150613_073214E	2015-06-13_07-32-13	Indoors	
B00001000_21I6LW_20150613_073246E	2015-06-13_07-32-46	Indoors	
B00001001_21I6LW_20150613_073321E	2015-06-13_07-33-21	Indoors	
B00001002_21I6LW_20150613_073359E	2015-06-13_07-33-58	Indoors	
B00001003_21I6LW_20150613_073439E	2015-06-13_07-34-39	Indoors	
B00001004_21I6LW_20150613_073514E	2015-06-13_07-35-13	Indoors	
B00001005_21I6LW_20150613_073551E	2015-06-13_07-35-51	Indoors	
B00001006_21I6LW_20150613_073623E	2015-06-13_07-36-22	Indoors	
B00001007_21I6LW_20150613_073702E	2015-06-13_07-37-01	Indoors	
B00001008_21I6LW_20150613_073740E	2015-06-13_07-37-39	Indoors	
B00001009_21I6LW_20150613_073818E	2015-06-13_07-38-18	Indoors	
B00001010_21I6LW_20150613_073854E	2015-06-13_07-38-54	Indoors	
B00001011_21I6LW_20150613_073935E	2015-06-13_07-39-35	Indoors	
B00001012_21I6LW_20150613_074014E	2015-06-13_07-40-14	Indoors	
B00001013_21I6LW_20150613_074047E	2015-06-13_07-40-47	Indoors	
B00001014_21I6LW_20150613_074120E	2015-06-13_07-41-20	Indoors	
B00001015_21I6LW_20150613_074156E	2015-06-13_07-41-55	Indoors	
B00001016_21I6LW_20150613_074234E	2015-06-13_07-42-34	Indoors	
B00001017_21I6LW_20150613_074311E	2015-06-13_07-43-11	Indoors	
B00001018_21I6LW_20150613_074346E	2015-06-13_07-43-46	Indoors	
B00001019_21I6LW_20150613_074424E	2015-06-13_07-44-24	Indoors	
B00001020_21I6LW_20150613_074456E	2015-06-13_07-44-56	Indoors	
B00001021_21I6LW_20150613_074529E	2015-06-13_07-45-29	Indoors	
B00001022_21I6LW_20150613_074609E	2015-06-13_07-46-09	Indoors	
B00001023_21I6LW_20150613_074646E	2015-06-13_07-46-46	Indoors	
B00001024_21I6LW_20150613_074725E	2015-06-13_07-47-24	Indoors	
B00001025_21I6LW_20150613_074804E	2015-06-13_07-48-04	Indoors	
B00001026_21I6LW_20150613_074839E	2015-06-13_07-48-39	Indoors	
B00001027_21I6LW_20150613_074920E	2015-06-13_07-49-20	Indoors	
B00001028_21I6LW_20150613_074957E	2015-06-13_07-49-57	Indoors	
B00001029_21I6LW_20150613_075031E	2015-06-13_07-50-30	Indoors	
B00001030_21I6LW_20150613_075107E	2015-06-13_07-51-07	Indoors	
B00001031_21I6LW_20150613_075147E	2015-06-13_07-51-46	Indoors	
B00001032_21I6LW_20150613_075300E	2015-06-13_07-53-00	Indoors	
B00001033_21I6LW_20150613_075337E	2015-06-13_07-53-37	Indoors	
B00001034_21I6LW_20150613_075412E	2015-06-13_07-54-11	Indoors	
B00001035_21I6LW_20150613_075443E	2015-06-13_07-54-43	Indoors	
B00001036_21I6LW_20150613_075520E	2015-06-13_07-55-20	Indoors	
B00001037_21I6LW_20150613_075558E	2015-06-13_07-55-58	Indoors	
B00001038_21I6LW_20150613_075630E	2015-06-13_07-56-30	Indoors	
B00001039_21I6LW_20150613_075705E	2015-06-13_07-57-04	Indoors	
B00001040_21I6LW_20150613_075741E	2015-06-13_07-57-40	Indoors	
B00001041_21I6LW_20150613_075815E	2015-06-13_07-58-15	Indoors	
B00001042_21I6LW_20150613_075856E	2015-06-13_07-58-56	Indoors	
B00001043_21I6LW_20150613_075938E	2015-06-13_07-59-37	Indoors	
B00001044_21I6LW_20150613_080014E	2015-06-13_08-00-13	Indoors	
B00001045_21I6LW_20150613_080054E	2015-06-13_08-00-53	Indoors	
B00001046_21I6LW_20150613_080131E	2015-06-13_08-01-31	Indoors	
B00001047_21I6LW_20150613_080204E	2015-06-13_08-02-04	Indoors	
B00001048_21I6LW_20150613_080241E	2015-06-13_08-02-41	Indoors	
B00001049_21I6LW_20150613_080318E	2015-06-13_08-03-18	Indoors	
B00001050_21I6LW_20150613_080351E	2015-06-13_08-03-51	Indoors	
B00001051_21I6LW_20150613_080432E	2015-06-13_08-04-32	Indoors	
B00001052_21I6LW_20150613_080509E	2015-06-13_08-05-09	Indoors	
B00001053_21I6LW_20150613_080548E	2015-06-13_08-05-48	Indoors	
B00001054_21I6LW_20150613_080624E	2015-06-13_08-06-23	Indoors	
B00001055_21I6LW_20150613_080702E	2015-06-13_08-07-02	Indoors	
B00001056_21I6LW_20150613_080740E	2015-06-13_08-07-39	Indoors	
B00001057_21I6LW_20150613_080815E	2015-06-13_08-08-14	Indoors	
B00001058_21I6LW_20150613_080847E	2015-06-13_08-08-47	Indoors	
B00001059_21I6LW_20150613_080923E	2015-06-13_08-09-23	Indoors	
B00001060_21I6LW_20150613_081002E	2015-06-13_08-10-02	Indoors	
B00001061_21I6LW_20150613_081043E	2015-06-13_08-10-42	Indoors	
B00001062_21I6LW_20150613_081116E	2015-06-13_08-11-16	Indoors	
B00001063_21I6LW_20150613_081152E	2015-06-13_08-11-51	Indoors	
B00001064_21I6LW_20150613_081230E	2015-06-13_08-12-30	Indoors	
B00001065_21I6LW_20150613_081309E	2015-06-13_08-13-09	Indoors	
B00001066_21I6LW_20150613_081344E	2015-06-13_08-13-44	Indoors	
B00001067_21I6LW_20150613_081427E	2015-06-13_08-14-26	Indoors	
B00001068_21I6LW_20150613_081501E	2015-06-13_08-15-00	Indoors	
B00001069_21I6LW_20150613_081539E	2015-06-13_08-15-38	Indoors	
B00001070_21I6LW_20150613_081614E	2015-06-13_08-16-13	Indoors	
B00001071_21I6LW_20150613_081653E	2015-06-13_08-16-52	Indoors	
B00001072_21I6LW_20150613_081741E	2015-06-13_08-17-40	Indoors	
B00001073_21I6LW_20150613_081827E	2015-06-13_08-18-27	Indoors	
B00001074_21I6LW_20150613_081903E	2015-06-13_08-19-03	Indoors	
B00001075_21I6LW_20150613_081944E	2015-06-13_08-19-43	Indoors	
B00001076_21I6LW_20150613_082030E	2015-06-13_08-20-30	Indoors	
B00001077_21I6LW_20150613_082115E	2015-06-13_08-21-15	Indoors	
B00001078_21I6LW_20150613_082156E	2015-06-13_08-21-56	Indoors	
B00001079_21I6LW_20150613_082244E	2015-06-13_08-22-44	Indoors	
B00001080_21I6LW_20150613_082327E	2015-06-13_08-23-27	Outdoors	
B00001081_21I6LW_20150613_082410E	2015-06-13_08-24-10	Outdoors	
B00001082_21I6LW_20150613_082450E	2015-06-13_08-24-49	Indoors	
B00001083_21I6LW_20150613_082530E	2015-06-13_08-25-30	Indoors	
B00001084_21I6LW_20150613_082611E	2015-06-13_08-26-11	Indoors	
B00001085_21I6LW_20150613_082644E	2015-06-13_08-26-44	Indoors	
B00001086_21I6LW_20150613_082719E	2015-06-13_08-27-19	Indoors	
B00001087_21I6LW_20150613_082758E	2015-06-13_08-27-58	Indoors	
B00001088_21I6LW_20150613_082831E	2015-06-13_08-28-31	Indoors	
B00001089_21I6LW_20150613_082908E	2015-06-13_08-29-08	Indoors	
B00001090_21I6LW_20150613_082958E	2015-06-13_08-29-58	Indoors	
B00001091_21I6LW_20150613_083008E	2015-06-13_08-30-07	Indoors	
